sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,ra,dec,pl_x,pl_y,pl_z
2,3,Transit,2012,9.77,,2.83,,,,,,0.61,0.66,282.2325197,43.6655662,0.153269878,-0.706958405,0.690447795
2,3,Transit,2012,20.09,,2.36,,,,,,0.61,0.66,282.2325197,43.6655662,0.153269878,-0.706958405,0.690447795
2,3,Transit,2014,5.169796,0.051,1.94,,,,,4648,0.59,,282.2325197,43.6655662,0.153269878,-0.706958405,0.690447795
1,1,Transit,2016,11.29695137,,1.7,,,,,6037,1.11,1.07,295.054238,42.7568316,0.310933691,-0.665154809,0.678888297
1,1,Transit,2016,5.62153941,,1.27,,,,,5732,0.97,0.99,294.9855607,42.7277355,0.310281764,-0.665839435,0.678515345
1,1,Transit,2016,7.1396941,,2.06,,,,,5596,0.9,0.92,295.9261101,45.383869,0.307077147,-0.631667672,0.711828334
1,1,Transit,2016,18.7546998,,2.02,,,,,4339,0.62,0.64,290.4799052,45.6005798,0.244794875,-0.655434316,0.71447976
1,1,Transit,2016,13.32388301,,2.02,,,,,4554,0.66,0.7,287.0544674,45.1803351,0.206727005,-0.673881685,0.709328852
1,1,Transit,2016,11.41909375,,2.79,,,,,5954,1.11,1.08,283.5742181,45.7348003,0.163819313,-0.67848357,0.716116805
1,1,Transit,2016,11.36112327,,2.73,,,,,5895,1.04,1.03,287.4527659,45.7043964,0.209451866,-0.666211016,0.715746322
1,1,Transit,2016,16.56059504,,2.56,,,,,5403,0.81,0.85,285.2467607,45.95011,0.182843593,-0.67081198,0.718734658
1,1,Transit,2016,15.74957994,,2.73,,,,,5770,0.96,0.98,285.4354695,45.975959,0.184965656,-0.669893501,0.719048262
1,1,Transit,2016,37.8144514,,2.57,,,,,6058,1.31,1.22,291.074684,45.242544,0.253186048,-0.657011175,0.710093755
1,5,Transit,2012,8.726,,2.23,,,,,,1.43,1,298.2520208,40.4960842,0.359959732,-0.669860974,0.649396078
1,5,Transit,2012,12.883,,2.36,,,,,,1.43,1,298.2520208,40.4960842,0.359959732,-0.669860974,0.649396078
1,5,Transit,2014,4.224537,0.052,1.38,,,,,6031,1.17,,298.2520208,40.4960842,0.359959732,-0.669860974,0.649396078
1,5,Transit,2014,27.434389,0.181,2.6,,,,,6031,1.17,,298.2520208,40.4960842,0.359959732,-0.669860974,0.649396078
1,5,Transit,2014,44.552169,0.25,2.2,,,,,6031,1.17,,298.2520208,40.4960842,0.359959732,-0.669860974,0.649396078
1,1,Transit,2016,2.49577962,,17.07,,,,,5920,1.06,1.04,296.5073737,49.4572313,0.290110346,-0.581683854,0.75992097
1,1,Transit,2016,124.4198398,,5.23,,,,,5324,0.81,0.85,284.2513637,48.8095962,0.16212275,-0.638296176,0.752525219
1,1,Transit,2016,1.21956827,,1.6,,,,,4848,0.73,0.78,292.3285976,49.6535171,0.245962007,-0.598865764,0.762143351
1,1,Transit,2016,2.05387982,,2.59,,,,,5830,1.03,1.02,296.3219786,48.9714373,0.291073238,-0.588373619,0.754382432
1,1,Transit,2016,2.61302086,,1.68,,,,,4128,0.57,0.59,287.8578541,48.7739646,0.202096267,-0.627279318,0.75211552
1,1,Transit,2016,0.92785982,,2.04,,,,,4913,0.75,0.79,290.9576363,49.2037262,0.233696288,-0.610147683,0.757037549
1,1,Transit,2016,19.80792185,,2.48,,,,,5579,0.91,0.94,287.0570731,49.0460112,0.192260119,-0.62662138,0.755236183
1,1,Transit,2016,2.3432319,,1.18,,,,,4940,0.77,0.83,283.5048144,49.4509371,0.151815703,-0.632123913,0.759849559
1,1,Transit,2016,6.91134416,,1.7,,,,,5695,1.2,1.01,293.2882949,48.8116114,0.260357767,-0.604884094,0.752548382
1,1,Transit,2016,394.6244904,,7.14,,,,,6059,1.64,1.23,290.8517961,48.5213243,0.235761636,-0.618960735,0.749202282
1,4,Transit,2012,8.306,,1.97,,,,,,1.24,0.92,290.9734395,45.2902761,0.251812851,-0.65690494,0.710680088
1,4,Transit,2012,12.513,,2.18,,,,,,1.24,0.92,290.9734395,45.2902761,0.251812851,-0.65690494,0.710680088
1,4,Transit,2014,17.91323,0.13,1.2,,,,,5436,0.89,,290.9734395,45.2902761,0.251812851,-0.65690494,0.710680088
1,4,Transit,2014,25.216751,0.163,1.27,,,,,5436,0.89,,290.9734395,45.2902761,0.251812851,-0.65690494,0.710680088
1,1,Transit,2016,7.19303878,,1.78,,,,,5932,1.09,1.06,293.0844515,48.5753645,0.259418542,-0.608655901,0.749826656
1,1,Transit,2016,8.50699658,,1.68,,,,,5455,0.85,0.89,294.6802199,49.1401106,0.273168244,-0.594450846,0.756311643
1,1,Transit,2016,44.9309804,,2.54,,,,,6100,1.16,1.19,297.3915863,48.5606875,0.304486073,-0.587624366,0.749657145
1,1,Transit,2016,7.16892463,,1.69,,,,,6350,1.55,1.3,283.936781,49.1102748,0.157662425,-0.635335031,0.755970871
1,1,Transit,2016,2.14463285,,16.72,,,,,6179,1.27,1.17,293.351268,43.1346404,0.28924856,-0.669976818,0.683715097
1,1,Transit,2016,7.8866311,,8.35,,,,,5835,1.03,1.03,295.0949565,43.537565,0.307454092,-0.656494633,0.688830007
1,1,Transit,2016,8.02768059,,9.3,,,,,5535,0.93,0.96,289.6038379,46.3149097,0.231738056,-0.650658149,0.723146905
1,1,Transit,2016,85.35129427,,6.8,,,,,5773,0.99,0.99,294.6323978,43.4004526,0.30283032,-0.660451863,0.68709325
1,1,Transit,2016,76.13602028,,4.87,,,,,5653,0.91,0.96,288.8488552,51.2090375,0.202398912,-0.59288529,0.779436792
1,1,Transit,2016,20.38177573,,3.09,,,,,5020,0.77,0.81,286.7418337,43.1901197,0.210020546,-0.698182449,0.68442139
1,1,Transit,2016,5.10137945,,3.24,,,,,5836,1.06,1.04,295.5772681,46.2547028,0.298519892,-0.623693979,0.722420719
1,1,Transit,2016,3.94963138,,2.28,,,,,5047,0.78,0.82,292.3539624,46.2262465,0.26311522,-0.639824098,0.722077215
1,1,Transit,2016,3.14866453,,2.21,,,,,5333,0.84,0.88,297.7792466,46.4926688,0.320862057,-0.60910372,0.725286288
1,1,Transit,2016,15.59461874,,2.9,,,,,5678,0.95,0.96,297.6644677,43.2489903,0.338183057,-0.645115555,0.685170154
1,1,Transit,2016,5.83376092,,2.4,,,,,5754,1,1,285.0570943,46.3206074,0.17941087,-0.666911505,0.723215587
1,1,Transit,2016,14.16399294,,2.49,,,,,5570,0.92,0.93,297.7242257,43.5272796,0.33730352,-0.641809033,0.688699862
1,1,Transit,2016,2.61703254,,1.63,,,,,4751,0.71,0.75,290.1222112,43.085407,0.251253001,-0.685757254,0.683087782
1,1,Transit,2016,150.242127,,4.64,,,,,5541,0.91,0.92,287.2852554,51.2499499,0.185980321,-0.597655726,0.779883936
1,1,Transit,2016,5.03251791,,2.05,,,,,5614,0.89,0.93,282.3635315,46.6752384,0.146910391,-0.67022054,0.727476299
1,1,Transit,2016,40.4287755,,3.61,,,,,5664,0.95,0.97,289.4245955,50.9941198,0.209317089,-0.593574679,0.777081371
1,2,Transit,2013,114.73635,0.481,13.49,324.2,0.036,,478,5600,1.82,1.1,297.9168433,46.9651146,0.31951296,-0.603026234,0.730938321
1,2,Transit,2013,191.2318,0.676,6.14,6.4,0.039,,403,5600,1.82,1.1,297.9168433,46.9651146,0.31951296,-0.603026234,0.730938321
1,1,Transit,2016,21.3587621,,2.78,,,,,5857,1.02,1.01,295.4025625,50.4785992,0.272985611,-0.57484001,0.771386945
1,1,Transit,2016,22.0459018,,3.74,,,,,5993,1.14,1.11,294.5270634,43.3681317,0.301776464,-0.661359993,0.686683279
1,1,Transit,2016,2.57885507,,1.99,,,,,5902,1.08,1.05,295.4174725,43.6056117,0.310793239,-0.654014236,0.689690468
1,1,Transit,2016,20.5533844,,3.75,,,,,6163,1.27,1.18,296.4031319,51.2712773,0.278209434,-0.560372356,0.780116872
1,1,Transit,2016,40.0686727,,3.94,,,,,6020,1.13,1.09,294.9568477,43.0142991,0.308512306,-0.662909821,0.68218086
1,1,Transit,2016,27.5073799,,2.9,,,,,5958,1.11,1.06,297.3012497,43.1418313,0.334673857,-0.648384019,0.683806679
1,1,Transit,2016,5.14438011,,1.43,,,,,5060,0.77,0.81,283.4781717,43.3837235,0.169391803,-0.706753706,0.686881079
1,1,Transit,2016,18.45847097,,2.12,,,,,5261,0.81,0.85,289.8591023,46.5227429,0.233741923,-0.647147857,0.725647548
1,1,Transit,2016,25.9422033,,1.93,,,,,5044,0.77,0.81,285.2962562,46.6034497,0.181249031,-0.662705003,0.726616038
1,1,Transit,2016,33.3855938,,2.57,,,,,5792,1.02,1.02,295.8065515,50.9097521,0.274497143,-0.567658955,0.776153741
1,3,Radial Velocity,2020,1403,,,965.147,0.41,,,5466,0.9,0.99,291.1481028,40.669413,0.273645219,-0.707399296,0.651693586
1,1,Transit,2016,7.71468975,,2.66,,,,,6761,1.74,1.46,281.9712347,43.6727839,0.150026323,-0.707564914,0.690538916
1,1,Transit,2016,4.44448017,,1.78,,,,,5961,1.09,1.06,288.9925529,46.6706513,0.223317623,-0.648835417,0.727421364
1,1,Transit,2016,3.98953967,,1.23,,,,,5476,0.87,0.9,294.6500256,43.3356106,0.30335762,-0.661064967,0.686270547
1,1,Transit,2016,12.98495573,,1.78,,,,,6116,1.09,1.06,286.433726,50.3002266,0.180710444,-0.612669709,0.769402081
1,1,Transit,2016,5.69919514,,1.23,,,,,5715,0.94,1,292.5844328,49.9232012,0.247253144,-0.594442708,0.765182168
1,1,Transit,2016,18.11472949,,2.5,,,,,6187,1.35,1.21,288.6615682,49.7371538,0.206799929,-0.6123162,0.763087584
1,1,Transit,2016,6.24146367,,1.52,,,,,6098,1.16,1.1,286.2717162,43.5952037,0.202923968,-0.695219648,0.68955892
1,2,Transit,2016,20.42228798,,1.84,,,,,6194,1.29,1.19,290.0907893,39.8169085,0.263847192,-0.721355637,0.640336399
1,2,Transit,2016,7.63846023,,1.13,,,,,6194,1.29,1.19,290.0907893,39.8169085,0.263847192,-0.721355637,0.640336399
1,1,Transit,2016,70.6979061,,1.76,,,,,5875,0.9,0.97,295.5212866,49.7386804,0.278445149,-0.583214675,0.763104804
1,1,Transit,2016,3.744439,,1.09,,,,,5961,1.25,1.14,291.467454,50.7595597,0.231505562,-0.588691527,0.774498199
1,1,Transit,2016,52.75875577,,8.89,,,,,5954,1.13,1.09,288.435718,43.7634712,0.228389319,-0.685137298,0.691682877
1,1,Transit,2016,53.44945593,,6.41,,,,,5887,1.07,1.06,291.0837644,40.3552252,0.274132139,-0.711029874,0.647524586
1,1,Transit,2016,13.7521072,,2.81,,,,,4747,0.72,0.75,283.1296399,43.8880983,0.163709595,-0.701855143,0.693252138
1,1,Transit,2016,6.33855761,,3.03,,,,,5820,0.99,1,284.9630591,43.9130282,0.186002859,-0.695966681,0.693565653
1,1,Transit,2016,9.803224,,2.78,,,,,5603,0.85,0.87,288.7340513,46.939363,0.219289884,-0.646598426,0.730631523
1,1,Transit,2016,2.80624233,,1.54,,,,,4315,0.61,0.65,289.2906978,51.4089936,0.206065057,-0.588735834,0.781618392
1,1,Transit,2016,144.547396,,2.53,,,,,5262,0.81,0.84,282.4391402,43.7344291,0.155639454,-0.705590218,0.691316718
1,1,Transit,2016,8.0472642,,2.39,,,,,5839,1.04,1.03,290.5867992,51.6957731,0.217950762,-0.580254496,0.784730645
1,1,Transit,2016,5.8706191,,1.49,,,,,4223,0.62,0.65,286.5854116,46.8708877,0.195142516,-0.655201842,0.729815007
1,1,Transit,2016,19.17891293,,2.68,,,,,5595,0.91,0.93,297.4825612,40.6807412,0.349963917,-0.672774302,0.651843536
1,3,Transit,2010,19.23891,0.143,8.29,43.4,0.0609,,,5774,0.96,1.02,285.5739904,38.4008192,0.210405643,-0.75491124,0.621158985
1,3,Transit,2010,38.9853,0.227,8.08,29.9,0.06691,,,5774,0.96,1.02,285.5739904,38.4008192,0.210405643,-0.75491124,0.621158985
1,3,Transit,2010,1.592851,0.0273,1.64,,,,2026,5777,1.02,1.07,285.5739904,38.4008192,0.210405643,-0.75491124,0.621158985
1,8,Transit,2017,14.44912,,1.32,,,,709,6015,1.29,1.12,284.4334642,49.3051239,0.16252225,-0.631451047,0.75819265
1,1,Transit,2016,6.9913086,,2.08,,,,,4836,0.73,0.78,296.177272,46.9989635,0.300869342,-0.612060004,0.731341364
1,1,Transit,2016,3.51749439,,1.37,,,,,4184,0.57,0.59,291.1528056,40.8876814,0.272805425,-0.705056354,0.65457829
1,1,Transit,2016,40.1099547,,2.54,,,,,5647,0.93,0.95,289.7317067,46.953875,0.230452399,-0.642508033,0.730804433
1,2,Transit,2016,10.3507721,,2.01,,,,,5682,0.97,0.98,288.7710137,40.6641771,0.244088723,-0.718196704,0.65162427
1,2,Transit,2016,62.9228557,,2.53,,,,,5682,0.97,0.98,288.7710137,40.6641771,0.244088723,-0.718196704,0.65162427
1,1,Transit,2016,3.02166863,,1.77,,,,,6160,1.25,1.16,288.8229001,40.38901,0.245745893,-0.720929184,0.647973817
1,1,Transit,2016,5.08274652,,1.41,,,,,5461,0.86,0.95,290.0511468,46.7134077,0.235080496,-0.644088798,0.727933225
1,1,Transit,2016,41.6979976,,2.11,,,,,6035,1.02,1.06,291.4055614,40.1254254,0.27906684,-0.711891237,0.644463006
1,1,Transit,2016,15.86621821,,1.2,,,,,6106,1.38,1.08,285.4764959,41.6326615,0.199443698,-0.720318066,0.664352388
3,1,Transit,2016,1.34059747,,1.22,,,,,5973,1.12,1.11,295.3225434,39.3764624,0.330620118,-0.698720592,0.634413014
1,1,Transit,2016,13.93290318,,1.47,,,,,6154,1.23,1.17,289.5063796,45.3709728,0.234577622,-0.662192437,0.71167023
1,1,Transit,2013,6.24658,0.0731,15.323,257.4423,,,2040,4550,6.3,1.31,285.6729033,44.1167513,0.193943352,-0.691230158,0.696122722
1,1,Transit,2016,2.36436901,,0.82,,,,,6230,1.5,1.26,296.0472937,42.7429414,0.322487198,-0.659813891,0.678710275
1,1,Transit,2016,20.310501,,2.6,,,,,6112,1.99,1.34,298.5891948,40.7506921,0.362510976,-0.665190613,0.652768903
1,1,Transit,2016,2.53475627,,2.8,,,,,5998,1.11,1.07,298.1111779,41.758324,0.351484688,-0.657963351,0.665990047
1,1,Transit,2016,10.29672521,,2.06,,,,,4687,0.61,0.63,297.5830564,41.9523531,0.344358815,-0.659172364,0.668512379
1,1,Transit,2016,4.40966548,,1.38,,,,,5877,1.15,1.1,290.4120774,44.8993227,0.247050319,-0.663869932,0.705863197
1,1,Transit,2016,4.59489604,,1.5,,,,,6173,1.38,1.21,290.5921293,45.7372184,0.245478212,-0.653356701,0.716146262
1,1,Transit,2016,32.2968798,,1.76,,,,,5248,0.81,0.85,290.9833818,45.9733334,0.24887505,-0.648904157,0.719016415
1,1,Transit,2016,2.97041437,,1.91,,,,,5418,0.76,0.8,299.0512562,47.9492677,0.325243769,-0.585519373,0.742552055
1,1,Transit,2016,4.85386933,,1.74,,,,,6028,1.14,1.11,298.2007268,48.2677925,0.314560837,-0.586635613,0.74626412
1,1,Transit,2016,11.04603384,,2.25,,,,,6113,1.21,1.15,298.1147862,48.4943834,0.312287346,-0.584499136,0.748890762
1,3,Transit,2013,13.749,,3.51,64.3,,,,,1.7,1.21,289.0860607,41.5630224,0.244661057,-0.707095285,0.66344346
1,3,Transit,2013,26.723,,2.6,6.1,,,,,1.7,1.21,289.0860607,41.5630224,0.244661057,-0.707095285,0.66344346
1,3,Transit,2015,49.3568,,2.067,,0.07,,,5904.34,1.82,1.07,289.0860607,41.5630224,0.244661057,-0.707095285,0.66344346
1,2,Transit,2016,6.53192704,,2.42,,,,,5403,0.85,0.89,284.2969363,49.1585983,0.161495425,-0.633713369,0.756522699
1,2,Transit,2016,100.8274113,,3.8,,,,,5403,0.85,0.89,284.2969363,49.1585983,0.161495425,-0.633713369,0.756522699
1,1,Transit,2016,51.300634,,2.87,,,,,5663,0.91,0.93,284.6162253,49.1907438,0.164917227,-0.63239277,0.756889485
1,1,Transit,2016,0.93846683,,1.42,,,,,5671,0.93,0.95,284.7316084,49.533149,0.16503723,-0.627673559,0.760781582
1,1,Transit,2016,6.93366476,,1.38,,,,,5988,1.26,1.11,294.1710831,40.0551372,0.313413152,-0.698318279,0.643524496
1,1,Transit,2016,61.0370117,,3.07,,,,,6167,1.23,1.14,290.6685136,40.3977086,0.268802262,-0.712548536,0.648089445
1,1,Transit,2016,33.8678531,,2.34,,,,,4673,0.72,0.77,290.1065581,40.4906242,0.261439146,-0.714162744,0.649323608
1,1,Transit,2016,52.0688601,,2.31,,,,,5806,1.01,1.01,289.6793396,40.7004265,0.255304462,-0.713848684,0.652104047
1,1,Transit,2016,9.1149903,,1.72,,,,,5743,0.99,0.99,289.3834807,41.3926651,0.248981837,-0.707673419,0.661215832
1,1,Transit,2016,3.9324613,,1.59,,,,,4700,0.7,0.73,289.920676,41.5427758,0.255014704,-0.703676837,0.663179018
1,1,Transit,2016,0.92103214,,1.11,,,,,5869,1.02,1.01,298.4811022,41.6152603,0.356517296,-0.657139958,0.664125359
1,2,Transit,2014,4.72674,,1.569,4.54426,0,,,5669,0.98,1.09,291.4181275,38.6723124,0.285101116,-0.726815331,0.624865448
1,2,Radial Velocity,2014,1460,,,954,,,,5669,0.92,0.91,291.4181275,38.6723124,0.285101116,-0.726815331,0.624865448
1,1,Transit,2016,71.4517775,,2.13,,,,,6335,1.4,1.25,298.3144494,42.2473698,0.351107678,-0.651683949,0.672332827
1,1,Transit,2016,8.03755877,,1.33,,,,,5241,0.81,0.86,297.1326937,42.7682885,0.334791007,-0.653319456,0.679035103
1,1,Transit,2016,1.9214374,,1.37,,,,,5331,0.84,0.87,296.9520797,43.2720233,0.330011201,-0.649024811,0.68546291
1,1,Transit,2016,14.20443009,,2.46,,,,,5346,0.84,0.87,289.5685257,43.5385438,0.242797401,-0.683041421,0.688842391
1,1,Transit,2016,55.6738309,,2.09,,,,,5001,0.77,0.81,290.2884494,43.7552623,0.250455203,-0.677488102,0.691579398
1,1,Transit,2016,4.88083852,,1.35,,,,,4830,0.73,0.78,295.0217193,46.6192011,0.290508758,-0.622381969,0.726804889
1,1,Transit,2016,10.56134221,,1.45,,,,,5482,0.89,0.92,293.5777958,46.7362953,0.274138681,-0.628142072,0.728207059
1,2,Transit,2016,67.668827,,3.72,,,,,6095,1.22,1.15,294.1688142,46.7146161,0.280716194,-0.625532242,0.727947686
1,2,Transit,2016,153.343364,,2.67,,,,,6095,1.22,1.15,294.1688142,46.7146161,0.280716194,-0.625532242,0.727947686
1,1,Transit,2016,52.6298417,,2.22,,,,,5533,0.89,0.92,294.7890593,46.9839352,0.286033375,-0.619343506,0.731162452
1,1,Transit,2016,14.878296,,1.75,,,,,5471,0.85,0.88,293.8656181,47.0268148,0.275793174,-0.62337231,0.731672801
1,2,Transit,2014,2.50806,,3.51,10.84,,,,4781,0.76,0.81,281.1947316,47.4972606,0.131168731,-0.662770339,0.737245035
1,2,Radial Velocity,2014,820.3,,,3126,,,,4781,0.76,0.81,281.1947316,47.4972606,0.131168731,-0.662770339,0.737245035
1,1,Transit,2016,59.6225257,,3.34,,,,,5769,0.96,0.97,294.2413053,47.2759642,0.278565685,-0.618643568,0.73463004
1,1,Transit,2016,17.42395198,,3.08,,,,,5539,0.86,0.89,294.3262617,47.2175461,0.279791084,-0.618912036,0.7339379
1,1,Transit,2016,44.96417488,,2.13,,,,,4861,0.75,0.81,294.9550809,44.1499518,0.30272685,-0.650530873,0.696538611
1,1,Transit,2016,49.7701438,,5.93,,,,,5612,0.91,0.93,284.2739322,41.5349809,0.184561331,-0.725441769,0.663077186
1,1,Transit,2016,43.3167737,,2.63,,,,,5409,0.83,0.86,293.6012911,42.379791,0.295750333,-0.676904189,0.674041882
1,1,Transit,2016,31.0033814,,2.63,,,,,5718,0.97,0.97,291.2697354,42.0960305,0.269175296,-0.691477935,0.670375213
1,1,Transit,2016,11.79162572,,1.93,,,,,5665,0.93,0.94,300.9295551,44.028671,0.369550294,-0.616751345,0.695018244
1,1,Transit,2016,26.9644317,,2.28,,,,,5508,0.87,0.9,294.3667312,42.2526408,0.305383131,-0.674253766,0.672400924
1,1,Transit,2016,7.76846622,,1.85,,,,,5679,0.94,0.96,293.3002774,41.5233244,0.296142675,-0.687626435,0.662924884
1,1,Transit,2016,8.6893073,,2.91,,,,,5403,0.86,0.89,298.6079128,46.45366,0.329873991,-0.604832938,0.724817403
1,1,Transit,2014,11.5231,,3.42,13,,,,5699,1.41,1.08,284.4824281,44.397891,0.178683964,-0.691794805,0.699637041
1,1,Transit,2016,98.7180406,,8.98,,,,,5857,1.02,1.02,287.9565768,41.1302834,0.23221352,-0.716527023,0.657773446
2,1,Transit,2016,71.52530845,,5.59,,,,,4834,0.73,0.77,287.7375794,38.1146488,0.239697847,-0.749375317,0.61723705
1,1,Transit,2016,130.3546919,,7.65,,,,,5730,0.99,1,285.3718781,41.9938697,0.197013954,-0.716628314,0.669051091
1,2,Transit,2016,88.40655258,,4.21,,,,,5416,0.99,0.95,288.9716297,44.6246451,0.231381413,-0.673062875,0.702459258
1,2,Transit,2016,9.10967112,,1.19,,,,,5416,0.99,0.95,288.9716297,44.6246451,0.231381413,-0.673062875,0.702459258
1,1,Transit,2016,16.78176602,,2.32,,,,,4990,0.76,0.82,295.8594318,47.9396001,0.292192714,-0.602833064,0.742439031
1,1,Transit,2016,14.53244172,,3.13,,,,,5350,0.84,0.89,288.4714969,40.2698157,0.241746306,-0.7236998,0.646387904
1,1,Transit,2016,5.24867263,,3,,,,,6040,1.15,1.1,292.5308289,49.0616555,0.251077677,-0.605233833,0.755415123
1,1,Transit,2016,5.90741354,,5.5,,,,,4963,0.75,0.81,290.1563633,48.818971,0.226887555,-0.6181146,0.752632964
1,1,Transit,2016,9.7678805,,2.06,,,,,5421,0.86,0.91,287.2566578,46.0667247,0.205823524,-0.662588199,0.720148288
1,1,Transit,2016,14.80074836,,4.38,,,,,7005,2.01,1.6,292.171185,40.8113849,0.285622084,-0.700902961,0.653571009
1,1,Transit,2014,16.2385,,2.67,8.46,,,,5690,1.02,1,297.0698263,40.5252039,0.345912486,-0.676851002,0.649782481
1,1,Transit,2016,3.12686223,,2.29,,,,,4755,0.72,0.77,281.4572217,46.7465538,0.136110879,-0.671572479,0.728329756
1,1,Transit,2016,16.87727414,,2.55,,,,,5582,0.9,0.96,282.0354942,43.6312491,0.150924132,-0.707885604,0.690014404
1,1,Transit,2016,12.05707239,,1.97,,,,,5478,0.86,0.93,295.3131906,46.2375024,0.295734826,-0.625259256,0.722213109
1,1,Transit,2016,9.97683705,,2.66,,,,,5461,0.87,0.91,296.7529742,45.0411049,0.318072001,-0.630961795,0.707613889
1,1,Transit,2016,13.5225106,,2.12,,,,,5427,0.84,0.93,295.300065,40.5565792,0.324692014,-0.686889249,0.650198627
1,1,Transit,2016,134.2527298,,3.38,,,,,5886,1.15,1.05,298.5153169,41.8912305,0.35537842,-0.654108566,0.667718626
1,1,Transit,2016,99.747622,,4.13,,,,,5840,1.02,1.02,297.270576,50.1218365,0.293773838,-0.569894282,0.767409565
1,2,Transit,2016,13.22713379,,2.35,,,,,5178,0.8,0.84,286.5580128,38.4052418,0.223325482,-0.751140528,0.621219475
1,2,Transit,2016,198.7112502,,3.65,,,,,5178,0.8,0.84,286.5580128,38.4052418,0.223325482,-0.751140528,0.621219475
1,2,Transit,2016,3.69298373,,2,,,,,4598,0.7,0.76,285.6025889,50.1120401,0.172483072,-0.617657194,0.767299929
1,2,Transit,2016,5.70940492,,1.69,,,,,4598,0.7,0.76,285.6025889,50.1120401,0.172483072,-0.617657194,0.767299929
1,2,Transit,2016,34.1731714,,2.07,,,,,5214,0.82,0.92,288.3724989,47.9335642,0.211177113,-0.63584063,0.742368453
1,2,Transit,2016,1.6829346,,0.99,,,,,5214,0.82,0.92,288.3724989,47.9335642,0.211177113,-0.63584063,0.742368453
1,2,Transit,2014,2.58664,,1.48,3.51,,,,5779,0.98,0.94,287.3265292,48.6733443,0.196663731,-0.630386359,0.750957
1,2,Radial Velocity,2014,789,,,344,,,,5779,0.98,0.94,287.3265292,48.6733443,0.196663731,-0.630386359,0.750957
2,1,Transit,2016,16.73652231,,2.77,,,,,4511,0.67,0.7,289.6252192,40.7087351,0.254598299,-0.714000443,0.652213979
1,1,Transit,2016,9.59070716,,2.13,,,,,5431,0.85,0.88,284.0945699,41.1828131,0.183278514,-0.729955137,0.65846373
1,1,Transit,2016,7.03932553,,4.65,,,,,6146,1.22,1.15,295.828679,43.4254371,0.316422351,-0.653715816,0.687410014
1,1,Transit,2016,49.6077331,,1.96,,,,,5213,0.78,0.86,290.1653203,49.9238126,0.221939185,-0.604341571,0.765189038
1,1,Transit,2016,4.19449651,,1.57,,,,,3687,0.5,0.52,285.0131082,40.2209547,0.197792579,-0.73749701,0.645736987
1,1,Transit,2016,1.97034246,,1.48,,,,,4897,0.75,0.8,290.54851,38.4952415,0.274713842,-0.732863393,0.622449638
1,1,Transit,2016,105.9564148,,3.96,,,,,5232,0.83,0.87,289.8696232,46.7296855,0.232968428,-0.644635822,0.728127989
1,1,Transit,2016,26.85328322,,2.62,,,,,5315,0.83,0.87,291.5161959,42.2480736,0.271493811,-0.688656267,0.672341919
1,1,Transit,2016,49.6221509,,2.99,,,,,6002,1.09,1.07,286.7107166,43.0433585,0.210144739,-0.6999732,0.682551616
1,1,Transit,2016,8.0880135,,2.72,,,,,5310,0.83,0.87,300.3712023,46.4081872,0.348619448,-0.594892321,0.724270396
1,1,Transit,2014,1.54168,,1.99,3.55,,,,5539,1.11,0.99,285.6616933,37.9645672,0.212831565,-0.7591203,0.615174037
1,1,Transit,2016,11.55102504,,2.67,,,,,5935,1.06,1.05,294.6129869,45.060174,0.294191235,-0.642184774,0.707849019
1,1,Transit,2016,4.46975774,,2.31,,,,,5718,0.96,0.98,289.2489051,47.6501141,0.222086005,-0.635995699,0.739044841
1,1,Transit,2016,15.7738221,,2.25,,,,,6139,1.29,1.16,288.4176803,46.5904531,0.217117929,-0.652008757,0.726460175
1,1,Transit,2016,60.0855082,,2.36,,,,,6052,1.08,1.13,285.1042243,45.0080745,0.184228869,-0.682582447,0.707206424
1,1,Transit,2016,43.0342272,,2.12,,,,,5610,0.93,0.96,296.9588566,46.3940661,0.312673407,-0.61474702,0.724100436
1,1,Transit,2016,116.331901,,2.98,,,,,5434,0.85,0.91,290.144339,44.0498808,0.247522423,-0.674768345,0.695284353
1,1,Transit,2016,56.4349938,,2.36,,,,,5642,0.98,0.96,293.0940391,42.8964457,0.287350229,-0.673877446,0.680675425
1,1,Transit,2016,105.3033148,,3.26,,,,,5637,0.91,0.97,289.4110582,46.1308443,0.230318413,-0.653621907,0.720924289
1,1,Transit,2016,17.76080053,,2.07,,,,,4005,0.53,0.55,290.7082585,42.2372245,0.261801297,-0.692535126,0.672201741
1,1,Transit,2016,7.96431535,,2.21,,,,,5074,0.78,0.82,281.5827983,47.2334674,0.136334743,-0.665184903,0.734126612
2,1,Transit,2014,4.60358,,1.48,6.15,,,,4782,0.73,0.79,297.3539994,41.3000452,0.345195746,-0.667260753,0.660002261
1,2,Transit,2016,9.91723428,,2.6,,,,,5948,1.08,1.05,297.9381813,46.8813194,0.32023802,-0.603850966,0.729939465
1,2,Transit,2016,0.53835431,,1.53,,,,,5948,1.08,1.05,297.9381813,46.8813194,0.32023802,-0.603850966,0.729939465
1,1,Transit,2016,82.5342519,,2.54,,,,,4392,0.61,0.64,297.0905543,49.6264867,0.294992247,-0.576699819,0.761837839
