pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,ra,dec
GJ 1132 b,1,2,Transit,2015,1.628931,0.0153,1.13,1.66,0.22,,529,3270,0.21,0.18,153.7090696,-47.1549358
GJ 1132 c,1,2,Radial Velocity,2018,8.929,0.0476,,2.64,0.27,,300,3270,0.21,0.18,153.7090696,-47.1549358
GJ 1148 b,1,2,Radial Velocity,2010,41.38,0.166,,96.7,0.38,,,3287,0.36,0.34,175.4326081,42.7515862
GJ 1148 c,1,2,Radial Velocity,2017,532.58,0.912,,68.06,0.342,,,3287,0.36,0.34,175.4326081,42.7515862
GJ 1151 b,1,1,Radial Velocity,2021,2.018,0.01735,,2.5,0,,,,,,177.7304866,48.3732334
GJ 1214 b,1,1,Transit,2009,1.58040456,0.01411,2.847,6.26125,,,,3026,0.22,0.15,258.8313991,4.9606795
GJ 1252 b,1,1,Transit,2020,0.5182349,0.00916,1.193,2.09,0,,1089,3458,0.39,0.38,306.9286462,-56.4622865
GJ 1265 b,1,1,Radial Velocity,2018,3.6511,0.026,,7.4,0.04,,,3236,0.19,0.18,333.4324675,-17.6870623
GJ 143 b,1,2,Transit,2019,35.61253,0.1915,2.61,22.7,0.188,,422,4640,0.69,0.73,51.7501882,-63.500166
GJ 15 A b,2,2,Radial Velocity,2014,11.4407,0.072,,3.03,0.094,,,3607,0.38,0.38,4.6126677,44.0247296
GJ 15 A c,2,2,Radial Velocity,2018,7600,5.4,,36,0.27,,,3607,0.38,0.38,4.6126677,44.0247296
GJ 160.2 b,1,1,Radial Velocity,2014,5.2354,0.053,,10.2,0.06,,,4347,,0.69,61.6454173,-20.8564724
GJ 163 b,1,3,Radial Velocity,2013,8.63182,0.0607,,10.6,0.073,,,,,,62.3228353,-53.3711768
GJ 163 c,1,3,Radial Velocity,2013,25.63058,0.1254,,6.8,0.099,,,,,,62.3228353,-53.3711768
GJ 163 d,1,3,Radial Velocity,2013,603.95116,1.0304,,29.4,0.373,,,,,,62.3228353,-53.3711768
GJ 179 b,1,1,Radial Velocity,2009,2288,2.41,,260.61,0.21,,,3370,0.38,0.36,73.0245495,6.4752347
GJ 180 b,1,3,Radial Velocity,2014,17.133,0.092,,6.49,0.07,,,,,0.43,73.460097,-17.776194
GJ 180 c,1,3,Radial Velocity,2014,24.329,0.129,,6.4,0.09,,,3371,,0.43,73.460097,-17.776194
GJ 180 d,1,3,Radial Velocity,2020,106.3,0.309,,7.56,0.14,,,,,0.43,73.460097,-17.776194
GJ 2056 b,1,1,Radial Velocity,2020,69.971,0.283,,16.2,0.72,,,,,0.62,108.0194945,-24.8921008
GJ 229 A c,2,2,Radial Velocity,2020,121.995,0.339,,7.268,0.19,,,,,0.58,92.6435993,-21.8677233
GJ 229 b,2,2,Radial Velocity,2014,526.115,0.898,,8.478,0.1,,,,,0.58,92.6435993,-21.8677233
GJ 251 b,1,1,Radial Velocity,2020,14.238,0.0818,,4,0.1,2.53,351,3451,0.36,0.36,103.7002499,33.2664632
GJ 27.1 b,1,1,Radial Velocity,2014,15.819,0.101,,13,0.08,,,3542,,0.53,9.9980016,-44.2541679
GJ 273 b,1,2,Radial Velocity,2017,18.6498,0.091101,,2.89,0.1,1.06,,3382,0.29,0.29,111.852091,5.225807
GJ 273 c,1,2,Radial Velocity,2017,4.7234,0.036467,,1.18,0.17,6.66,,3382,0.29,0.29,111.852091,5.225807
GJ 3021 b,2,1,Radial Velocity,2000,133.71,0.49,,1071.04,0.511,,350,5540,0.9,0.9,4.0634323,-79.8514218
GJ 3082 b,1,1,Radial Velocity,2020,11.949,0.079,,8.2,0.22,,,,,0.47,18.6432425,-53.9407751
GJ 3138 b,1,3,Radial Velocity,2017,1.22003,0.0197,,1.78,0.19,118.1,,3717,0.5,0.68,32.2977385,-16.3392495
GJ 3138 c,1,3,Radial Velocity,2017,5.974,0.057,,4.18,0.11,13.9,,3717,0.5,0.68,32.2977385,-16.3392495
GJ 3138 d,1,3,Radial Velocity,2017,257.8,0.698,,10.5,0.32,0.1,,3717,0.5,0.68,32.2977385,-16.3392495
GJ 317 b,1,2,Radial Velocity,2007,695.66,1.151,,557.1,0.07,,,,,0.42,130.2445254,-23.452809
GJ 317 c,1,2,Radial Velocity,2018,6739.323,5.23,,522.5,0.17,,,,,0.42,130.2445254,-23.452809
GJ 328 b,1,1,Radial Velocity,2013,4100,4.5,,731,0.37,,,3900,,0.69,133.7819507,1.5420011
GJ 3293 b,1,4,Radial Velocity,2015,30.5987,0.14339,,23.54,0.06,1.07,,3466,0.4,0.42,67.1484425,-25.1713396
GJ 3293 c,1,4,Radial Velocity,2015,122.6196,0.36175,,21.09,0.11,0.17,,3466,0.4,0.42,67.1484425,-25.1713396
GJ 3293 d,1,4,Radial Velocity,2017,48.1345,0.19394,,7.6,0.12,0.59,,3466,0.4,0.42,67.1484425,-25.1713396
GJ 3293 e,1,4,Radial Velocity,2017,13.2543,0.08208,,3.28,0.21,3.34,,3466,0.4,0.42,67.1484425,-25.1713396
GJ 3323 b,1,2,Radial Velocity,2017,5.3636,0.03282,,2.02,0.23,2.58,,3159,0.12,0.16,75.4868824,-6.9485133
GJ 3323 c,1,2,Radial Velocity,2017,40.54,0.1264,,2.31,0.17,0.17,,3159,0.12,0.16,75.4868824,-6.9485133
GJ 3341 b,1,1,Radial Velocity,2015,14.207,0.089,,6.6,0.31,,,3526,0.44,0.47,78.9471415,-31.2948458
GJ 338 B b,2,1,Radial Velocity,2020,24.45,0.141,,10.27,0.11,,391,4005,0.58,0.64,138.5916722,52.6835211
GJ 3470 b,1,1,Radial Velocity,2012,3.3366496,0.0355,4.57,13.9,,,594,3600,0.55,0.54,119.7735021,15.391209
GJ 3473 b,2,2,Transit,2020,1.1980035,0.01589,1.264,1.86,0,59.4,773,3347,0.36,0.36,120.5936065,3.3371629
GJ 3473 c,2,2,Radial Velocity,2020,15.509,0.0876,,7.41,0,1.95,329,3347,0.36,0.36,120.5936065,3.3371629
GJ 3512 b,1,1,Radial Velocity,2019,203.59,0.338,,147.15529,0.4356,,,3081,0.14,0.12,130.3316616,59.4918364
GJ 357 b,1,3,Transit,2019,3.93072,0.035,1.217,1.84,,12.6,525,3505,0.34,0.34,144.0074644,-21.6650634
GJ 357 c,1,3,Radial Velocity,2019,9.1247,0.061,,3.4,,4.45,401,3505,0.34,0.34,144.0074644,-21.6650634
GJ 357 d,1,3,Radial Velocity,2019,55.661,0.204,,6.1,,0.38,220,3505,0.34,0.34,144.0074644,-21.6650634
GJ 3634 b,1,1,Radial Velocity,2010,2.64561,0.0287,,8.4,0.08,,,,0.43,0.45,164.6433493,-31.1443383
GJ 3779 b,1,1,Radial Velocity,2018,3.0232,0.026,,8,0.07,,,3324,0.28,0.27,200.7335358,24.4639425
GJ 3942 b,1,1,Radial Velocity,2017,6.905,0.0608,,7.14,0.121,,590,3867,0.61,0.63,242.2645452,52.9441443
GJ 3998 b,1,2,Radial Velocity,2016,2.64977,0.029,,2.47,0,,,3722,0.49,0.5,259.0020507,11.0561751
GJ 3998 c,1,2,Radial Velocity,2016,13.74,0.089,,6.26,0.049,,,3722,0.49,0.5,259.0020507,11.0561751
GJ 411 b,1,1,Radial Velocity,2019,12.946,0.0789,,2.69,0.12,3.13,370,3601,0.39,0.39,165.834471,35.972317
GJ 414 A b,2,2,Radial Velocity,2021,50.8,0.2324,2.63,7.6,0.45,,309,4120,0.68,0.65,167.7745044,30.4451688
GJ 414 A c,2,2,Radial Velocity,2021,749.83,1.4,8.4,53.83,0.105,,125,4120,0.68,0.65,167.7745044,30.4451688
GJ 422 b,1,1,Radial Velocity,2014,20.129,0.111,,11.07,0.11,,,,,0.35,168.9810458,-57.5425629
GJ 4276 b,1,1,Radial Velocity,2019,13.352,0.082,,16.57,0.37,,,3387,0.41,0.41,336.3221454,59.412503
GJ 433 b,1,3,Radial Velocity,2011,7.3705,0.062,,6.043,0.04,,,,,0.48,173.8619194,-32.5436302
GJ 433 c,1,3,Radial Velocity,2014,5094.105,4.819,,32.422,0.12,,,,,0.48,173.8619194,-32.5436302
GJ 433 d,1,3,Radial Velocity,2020,36.059,0.178,,5.223,0.07,,,,,0.48,173.8619194,-32.5436302
GJ 436 b,1,1,Radial Velocity,2004,2.64388312,0.0291,4.17,22.1,0.13827,,,,0.46,0.47,175.5505363,26.7030669
GJ 480 b,1,1,Radial Velocity,2020,9.567,0.068,,13.2,0.1,,,,,0.45,189.7134226,11.6950708
GJ 486 b,1,1,Radial Velocity,2021,1.467119,0.01734,1.305,2.82,0.05,40.3,701,3340,0.33,0.32,191.981531,9.7494181
GJ 504 b,1,1,Imaging,2013,,43.5,,1271.3,,,510,6234,,1.22,199.192348,9.4249781
GJ 536 b,1,1,Radial Velocity,2016,8.7076,0.06661,,5.36,0.08,,,3685,0.5,0.52,210.2597264,-2.6522901
GJ 581 b,1,3,Radial Velocity,2005,5.3686,0.04061,,15.8,0,,,3396,0.33,0.31,229.8564725,-7.7226935
GJ 581 c,1,3,Radial Velocity,2007,12.914,0.0721,,5.5,0,,,3396,0.33,0.31,229.8564725,-7.7226935
GJ 581 e,1,3,Radial Velocity,2009,3.149,0.02815,,1.7,0,,,3396,0.33,0.31,229.8564725,-7.7226935
GJ 625 b,1,1,Radial Velocity,2017,14.628,0.078361,,2.82,0.13,,,3499,0.31,0.3,246.3557854,54.3033625
GJ 649 b,1,1,Radial Velocity,2009,598.3,1.135,,104.244,0.3,,,3700,,0.54,254.5363221,25.7419719
GJ 667 C b,3,5,Radial Velocity,2011,7.2004,0.0505,,5.6,0.13,,,3350,,0.33,259.7510609,-34.9977651
GJ 667 C c,3,5,Radial Velocity,2011,28.14,0.125,,3.8,0.02,,,3350,,0.33,259.7510609,-34.9977651
GJ 667 C e,3,5,Radial Velocity,2013,62.24,0.213,,2.7,0.02,,,3350,,0.33,259.7510609,-34.9977651
GJ 667 C f,3,5,Radial Velocity,2013,39.026,0.156,,2.7,0.03,,,3350,,0.33,259.7510609,-34.9977651
GJ 667 C g,3,5,Radial Velocity,2013,256.2,0.549,,4.6,0.08,,,3350,,0.33,259.7510609,-34.9977651
GJ 674 b,1,1,Radial Velocity,2007,4.6938,0.039,,11.09,0.2,,,3600,,0.35,262.1700476,-46.8989826
GJ 676 A b,2,4,Radial Velocity,2010,1056.80005,1.82,,1576.4368,0.33,,,3734,0.69,0.73,262.5448903,-51.6377777
GJ 676 A c,2,4,Radial Velocity,2016,7337,6.6,,2161.244,,,,,,,262.5448903,-51.6377777
GJ 676 A d,2,4,Radial Velocity,2012,3.6005,,,4.4,0.262,,,,,,262.5448903,-51.6377777
GJ 676 A e,2,4,Radial Velocity,2012,35.39,,,8.1,0.125,,,,,,262.5448903,-51.6377777
GJ 682 b,1,2,Radial Velocity,2014,17.478,0.08,,4.4,0.08,,,3028,,0.27,264.2610245,-44.3232519
GJ 682 c,1,2,Radial Velocity,2014,57.32,0.176,,8.7,0.1,,,3028,,0.27,264.2610245,-44.3232519
GJ 685 b,1,1,Radial Velocity,2019,24.16,0.1344,,9,0,,,3816,0.54,0.55,263.8960378,61.6793482
GJ 687 b,1,2,Radial Velocity,2014,38.142,0.163,,17.2,0.17,,,,,0.4,264.1041731,68.3336741
GJ 687 c,1,2,Radial Velocity,2020,727.562,1.165,,16,0.4,,,,,0.4,264.1041731,68.3336741
GJ 740 b,1,1,Radial Velocity,2021,2.37756,0.029,,2.96,0.24,79,829,3913,0.56,0.58,284.4997178,5.902867
GJ 832 b,1,2,Radial Velocity,2008,3657,3.56,,216,0.08,,,3472,,0.45,323.3912616,-49.0125169
GJ 832 c,1,2,Radial Velocity,2014,35.68,0.163,,5.4,0.18,,,3472,,0.45,323.3912616,-49.0125169
GJ 849 b,1,1,Radial Velocity,2006,1882,2.35,,317.83,0.04,,,3241,0.53,0.65,332.4229938,-4.6408317
GJ 86 b,2,1,Radial Velocity,1999,15.76491,0.11,,1404.8086,0.04,,,5182,0.77,0.93,32.6224785,-50.8209945
GJ 876 b,1,4,Radial Velocity,1998,61.1166,0.208317,,723.2235,0.0324,,,,0.3,0.32,343.3239737,-14.2665958
GJ 876 c,1,4,Radial Velocity,2000,30.0881,0.12959,,226.9846,0.25591,,,,0.3,0.32,343.3239737,-14.2665958
GJ 876 d,1,4,Radial Velocity,2005,1.93778,0.020807,,6.83,0.207,,,,0.3,0.32,343.3239737,-14.2665958
GJ 876 e,1,4,Radial Velocity,2010,124.26,0.3343,,14.6,0.055,,,,0.3,0.32,343.3239737,-14.2665958
GJ 887 b,1,2,Radial Velocity,2020,9.262,0.068,,4.2,0,7.95,468,3688,0.47,0.49,346.4668274,-35.8530693
GJ 887 c,1,2,Radial Velocity,2020,21.789,0.12,,7.6,,2.56,352,3688,0.47,0.49,346.4668274,-35.8530693
GJ 9066 b,1,2,Radial Velocity,2020,241.883,0.403,,30.9,0.18,,,,,0.15,30.0588307,13.0443172
GJ 9066 c,1,2,Radial Velocity,2020,767.887,0.87,,71.6,0.33,,,,,0.15,30.0588307,13.0443172
GJ 96 b,1,1,Radial Velocity,2018,73.94,0.291,,19.66,0.44,,,3785,,0.6,35.5624031,47.8802075
GJ 9827 b,1,3,Transit,2017,1.2089819,0.0188,1.577,4.91,0,,,4340,0.6,0.61,351.7717763,-1.2853435
GJ 9827 c,1,3,Transit,2017,3.6480957,0.03925,1.241,0.84,0,,,4340,0.6,0.61,351.7717763,-1.2853435
GJ 9827 d,1,3,Transit,2017,6.2014698,0.05591,2.022,4.04,0,,,4340,0.6,0.61,351.7717763,-1.2853435
GQ Lup b,1,1,Imaging,2004,,100,33.6,6356,,,2650,4360,1.94,,237.3003643,-35.6515055
GSC 06214-00210 b,1,1,Imaging,2010,,300,,4258.7,,,,,,0.6,245.4776921,-20.7193398
GU Psc b,1,1,Imaging,2014,,2000,14.179,3591.3,,,1050,,,0.33,18.146485,17.0650029
Gl 378 b,1,1,Radial Velocity,2019,3.822,0.039435,,13.02,0.109,,830,3879,0.56,0.56,150.5865513,48.0824515
Gl 49 b,2,1,Radial Velocity,2019,13.8508,0.0905,,5.63,0.363,,,3805,0.51,0.52,15.6687321,62.3454386
Gl 686 b,1,1,Radial Velocity,2018,15.53,0.091,,6.624,0.05,,,3656,0.43,0.43,264.4764878,18.5959509
HAT-P-1 b,2,1,Transit,2006,4.46529976,0.05561,14.785,166.86075,,,1322,5980,1.17,1.15,344.4453632,38.674919
HAT-P-11 b,1,2,Transit,2008,4.88780244,0.05254,4.36,23.4,0.218,,,4780,0.68,0.81,297.7101763,48.0818635
HAT-P-11 c,1,2,Radial Velocity,2018,3407,4.13,,507,0.601,,,4780,0.68,0.81,297.7101763,48.0818635
HAT-P-12 b,1,1,Transit,2009,3.2130598,0.0384,10.749,67.059,0,,963,4650,0.7,0.73,209.3886452,43.49331
HAT-P-13 b,1,2,Transit,2009,2.91625,,14.258,270.462,0.0133,,,,,,129.8823772,47.3519076
HAT-P-13 c,1,2,Radial Velocity,2009,446.27,,,4538.421,0.6616,,,,,,129.8823772,47.3519076
HAT-P-14 b,2,1,Transit,2010,4.62767,,15.917,1093.3352,0.11,,,6600,1.82,2.65,260.1161719,38.2421682
HAT-P-15 b,1,1,Transit,2010,10.8635,,11.882,616.5902,0.19,,,5568,1.07,1,66.248142,39.460602
HAT-P-16 b,3,1,Transit,2010,2.77596,0.0413,14.448,1332.605,0.036,,1626,6158,1.24,1.22,9.5730343,42.4630961
HAT-P-17 b,1,2,Transit,2010,10.33852,,11.769,184.3414,0.35,,,5246,0.87,0.99,324.5359781,30.4881882
HAT-P-17 c,1,2,Radial Velocity,2010,5584,5.6,,1080.6,0.39,,,5336.96,0.84,0.92,324.5359781,30.4881882
HAT-P-18 b,1,1,Transit,2010,5.508023,0.0559,11.153,62.61,0.084,,852,4803,0.75,0.77,256.346376,33.0123251
HAT-P-19 b,1,1,Transit,2010,4.008778,0.0466,12.689,92.802,0.067,,1010,4990,0.82,0.84,9.5165832,34.7114025
HAT-P-2 b,1,1,Transit,2007,5.6335158,0.06814,,2739.6946,0.5172,,,6380,1.39,1.33,245.1514324,41.0479601
HAT-P-20 b,1,1,Transit,2010,2.875317,0.0361,9.718,2302.899,0.015,,970,4595,0.69,0.76,111.9164295,24.3361185
HAT-P-21 b,1,1,Transit,2010,4.12448,,12.442,1547.8321,0.23,,,5588,1.21,1.24,171.2749348,41.0280207
HAT-P-22 b,2,1,Transit,2010,3.21222,,12.89,785.0401,0.02,,,5302,1.11,1.13,155.6814593,50.1287115
HAT-P-23 b,1,1,Transit,2010,1.21288,,12.218,425.8922,0.11,,,5905,0.96,0.58,306.1239076,16.7621462
HAT-P-24 b,2,1,Transit,2010,3.35524,,14.572,238.3725,0.07,,,6373,1.38,1.37,108.8251171,14.2626064
HAT-P-25 b,1,1,Transit,2010,3.65281514,0.0466,12.722,180.84527,0.023,325,1182,5519,0.92,1.01,48.4354731,25.1973548
HAT-P-26 b,1,1,Transit,2010,4.23452,,7.062,22.2481,0.12,,,5079,0.87,1.12,213.1565508,4.0594175
HAT-P-27 b,2,1,Transit,2011,3.039577,0.04,11.43,197.05,0,,,5316,0.86,0.92,222.7673221,5.9473626
HAT-P-28 b,1,1,Transit,2011,3.257215,0.0434,13.585,198.953,0.051,,1384,5680,1.1,1.02,13.0009159,34.728402
HAT-P-29 b,2,1,Transit,2011,5.72319,,13.115,279.6904,0.09,,,6087,1.3,1.45,33.1310921,51.7787754
HAT-P-3 b,2,1,Transit,2007,2.8997,,10.536,206.5895,0,,,5185,0.87,1.06,206.0940142,48.028565
HAT-P-30 b,2,1,Transit,2011,2.8106,,16.141,263.7989,0.04,,,6304,1.31,1.55,123.9498431,5.8368669
HAT-P-31 b,1,1,Transit,2011,5.00542,,12.218,721.4741,0.25,,,6065,1.39,1.31,271.5376722,26.4266061
HAT-P-32 b,2,1,Transit,2011,2.1500082,0.03397,22.194,216.1244,0.159,1841,1836,6001,1.37,1.13,31.0427614,46.6878512
HAT-P-33 b,2,1,Transit,2011,3.47447,,20.737,292.4036,0,,,6446,1.79,1.82,113.1842383,33.8350214
HAT-P-34 b,1,1,Transit,2011,5.452654,0.06774,13.417,1058.3739,0.432,,,6442,1.53,1.39,303.1954355,18.1047776
HAT-P-35 b,3,1,Transit,2011,3.646706,0.04978,14.93,335.62848,0.02,,,6096,1.44,1.24,123.250703,4.7870288
HAT-P-36 b,1,1,Transit,2011,1.32734683,0.0241,14.314,587.41341,,,1781,5620,1.04,1.03,188.2662048,44.9153672
HAT-P-37 b,1,1,Transit,2011,2.797436,0.0379,13.204,371.528,0.058,,1271,5500,0.88,0.93,284.2960393,51.2691212
HAT-P-38 b,1,1,Transit,2012,4.640382,0.0523,9.247,84.857,0.067,,1082,5330,0.92,0.89,35.3834942,32.2460441
HAT-P-39 b,2,1,Transit,2012,3.54387,0.0509,17.609,190.372,0,,1752,6430,1.62,1.4,113.7582526,17.8300283
HAT-P-4 b,2,1,Transit,2007,3.056536,0.04438,14.28,213.255,0,,1686,5860,,,229.99122,36.229545
HAT-P-40 b,1,1,Transit,2012,4.45724,,17.038,152.5584,0,,,6080,1.94,1.03,335.5129199,45.4573423
HAT-P-41 b,2,1,Transit,2012,2.69405,,22.978,378.2177,0,,,6390,2.05,2.56,297.3226523,4.6724124
HAT-P-42 b,1,1,Transit,2012,4.641878,0.0575,14.348,331.801,0,,1428,5743,1.53,1.18,135.3443583,6.0970828
HAT-P-43 b,1,1,Transit,2012,3.332687,0.0443,14.359,210.395,0,,1361,5645,1.1,1.05,128.9256885,10.2065866
HAT-P-44 b,1,2,Transit,2014,4.301219,0.0507,13.922,111.871,0.044,,1108,5295,0.95,0.94,213.1438604,47.0147826
HAT-P-44 c,1,2,Radial Velocity,2014,872.2,1.752,,1271.3,0.494,,,5295,0.95,0.94,213.1438604,47.0147826
HAT-P-45 b,1,1,Transit,2014,3.128992,0.0452,15.984,283.492,0.049,,1652,6330,1.32,1.26,274.3732697,-3.3810594
HAT-P-46 b,1,1,Transit,2014,4.463129,0.0577,14.392,156.684,0.123,,1458,6120,1.4,1.28,270.4441831,-2.97098
HAT-P-49 b,1,1,Transit,2014,2.69155,,17.822,699.226,0,,,6820,2.06,2.22,305.4413294,26.6926759
HAT-P-5 b,1,1,Transit,2007,2.78849,,13.563,311.4734,0,,,5960,1.12,1.04,274.4055335,36.6214617
HAT-P-50 b,1,1,Transit,2015,3.1220109,0.0453,14.437,429.0705,0.115,,1862,6280,1.7,1.27,118.0634379,12.1393474
HAT-P-51 b,1,1,Transit,2015,4.2180278,0.05069,14.493,98.20947,0.123,,1192,5449,1.04,0.98,21.0651251,32.8107
HAT-P-52 b,1,1,Transit,2015,2.7535953,0.03694,11.31,259.98494,0.047,,1218,5131,0.89,0.89,42.7217412,29.0222492
HAT-P-53 b,1,1,Transit,2015,1.9616241,0.03159,14.773,471.65972,0.134,,1778,5956,1.21,1.09,21.8711012,38.9681137
HAT-P-54 b,1,1,Transit,2015,3.799847,0.04117,10.581,241.5508,0.074,,818,4390,0.62,0.65,99.8979924,25.4824005
HAT-P-55 b,1,1,Transit,2015,3.5852467,0.04604,13.249,184.97706,0.139,,1313,5808,1.01,1.01,264.2735096,25.7311468
HAT-P-56 b,1,1,Transit,2015,2.79083,,16.926,734.1873,,,,6566,1.47,1.42,100.8480137,27.2521823
HAT-P-57 b,3,1,Transit,2015,2.4653,,19.504,448.1403,0,,,6330,1.85,2.77,274.743418,10.5971968
HAT-P-6 b,1,1,Transit,2007,3.85298,,16.589,419.5356,0,,,6570,1.62,1.79,354.7740917,42.4659866
HAT-P-65 b,1,1,Transit,2016,2.6054552,0.03951,21.185,167.49641,0.304,,1930,5835,1.86,1.21,315.9054895,11.9893675
HAT-P-66 b,1,1,Transit,2016,2.972086,0.04363,17.822,248.86089,0.09,,1896,6002,1.88,1.25,150.5726262,53.9508237
HAT-P-67 b,2,1,Transit,2017,4.8101025,0.06505,23.371,108.0622,0,,1903,6406,2.55,1.64,256.6107279,44.7768849
HAT-P-68 b,1,1,Transit,2020,2.29840551,0.02996,12.016,230.10892,0.041,184.8,1028,4508,0.67,0.68,118.4831501,23.9382192
HAT-P-69 b,1,1,Transit,2019,4.7869491,0.06555,18.786,1137.8314,0,,1930,7394,1.93,1.65,130.5056385,3.7105662
HAT-P-7 b,2,1,Transit,2008,2.20474,,16.926,584.8072,0,,,6389,2,1.56,292.24719,47.9695429
HAT-P-70 b,1,1,Transit,2019,2.74432452,0.04739,20.961,2154.8874,0,,2562,8450,1.86,1.89,74.5523332,9.9979794
HAT-P-8 b,3,1,Transit,2008,3.07634,,15.693,406.8224,0,,,6200,1.57,1.27,343.0414932,35.4471778
HAT-P-9 b,1,1,Transit,2008,3.92281072,0.05287,15.614,238.05467,0.084,931,1540,6350,1.34,1.28,110.1685157,37.1405946
HATS-1 b,1,1,Transit,2012,3.446459,0.0444,14.594,589.55,0.12,,1359,5870,1.04,0.99,175.5252399,-23.3548451
HATS-10 b,1,1,Transit,2015,3.312846,0.04491,10.862,167.17858,0.501,,1407,5880,1.1,1.1,294.3068385,-22.2044872
HATS-11 b,1,1,Transit,2016,3.619188,0.0507,18.03,,,,1596,6563,1.54,1.33,289.4007603,-22.3900092
HATS-12 b,1,1,Transit,2016,3.142702,0.0441,7.76,,,,1446,6357,1.17,1.16,289.202402,-19.3559227
HATS-13 b,1,1,Transit,2015,3.0440499,0.04057,13.585,172.58169,0.181,,1244,5523,0.89,0.96,316.9614798,-26.0967205
HATS-14 b,1,1,Transit,2015,2.7667641,0.03815,11.646,340.39593,0.142,,1276,5346,0.93,0.97,313.2154754,-25.6873756
HATS-15 b,1,1,Transit,2016,1.74748753,0.02712,12.386,689.6911,0.126,,1505,5311,0.92,0.87,311.0920041,-19.4375266
HATS-16 b,1,1,Transit,2016,2.686502,0.03744,14.572,1039.3041,0,,1592,5738,1.24,0.97,358.5588439,-30.0130385
HATS-17 b,1,1,Transit,2016,16.254611,0.1308,8.709,425.25654,0.029,72.7,814,5846,1.09,1.13,192.1895676,-47.6136789
HATS-18 b,1,1,Transit,2016,0.83784,0.0174,14.897,629.14449,,,2069,5600,1.02,1.04,173.9574203,-29.1560639
HATS-2 b,1,1,Transit,2013,1.354133,0.023,13.092,427.463,0,,1577,5227,0.9,0.88,176.7388264,-22.5630097
HATS-22 b,1,1,Transit,2017,4.7228124,0.05025,10.682,870.8542,0.079,,858,4803,0.69,0.76,174.0098693,-29.5433642
HATS-23 b,1,1,Transit,2017,2.1605156,0.03397,20.849,467.2101,0.114,,1654,5780,1.2,1.12,286.36675,-50.0673496
HATS-24 b,1,1,Transit,2017,1.3484978,0.0238,15.637,718.2958,0,,2166,6125,1.12,1.07,268.8907069,-61.7474
HATS-25 b,1,1,Transit,2016,4.2986432,0.05163,14.123,194.82979,0.176,,1277,5715,1.11,0.99,207.9076746,-23.7812403
HATS-26 b,1,1,Transit,2016,3.3023881,0.04735,19.616,206.5895,0.245,,1918,6071,2.04,1.3,144.9268593,-28.5856004
HATS-27 b,1,1,Transit,2016,4.637038,0.0611,16.814,168.4499,0.581,,1659,6438,1.74,1.42,193.5524603,-46.5877159
HATS-28 b,1,1,Transit,2016,3.1810781,0.04131,13.384,213.58176,0.202,,1253,5498,0.92,0.93,284.3997616,-49.1385126
HATS-29 b,1,1,Transit,2016,4.6058749,0.05475,14.022,207.54299,0.158,,1212,5670,1.07,1.03,285.0965172,-54.8933408
HATS-3 b,1,1,Transit,2013,3.547851,0.0485,15.48,340.382,0,,1648,6351,1.4,1.21,312.4574879,-24.4286938
HATS-30 b,2,1,Transit,2016,3.1743516,0.04354,13.171,224.38798,0.096,,1414,5943,1.06,1.09,5.618525,-59.9425892
HATS-31 b,1,1,Transit,2016,3.37796,0.0478,18.383,279.6904,0.233,,1823,6050,1.87,1.27,191.7028214,-24.4273897
HATS-32 b,1,1,Transit,2016,2.8126548,0.04024,14,292.4036,0.471,,1437,5700,1.1,1.1,346.0750861,-21.2720168
HATS-33 b,1,1,Transit,2016,2.5495551,0.03727,13.787,378.85336,0.08,,1429,5659,1.02,1.06,294.6336944,-55.3302692
HATS-34 b,1,1,Transit,2016,2.1061607,0.03166,16.029,299.07803,0.108,,1445,5380,0.98,0.95,0.7744866,-62.4693167
HATS-35 b,1,1,Transit,2016,1.8209993,0.03199,16.41,388.38826,0.306,,2037,6300,1.43,1.32,296.688442,-63.5656488
HATS-36 b,1,1,Transit,2018,4.175186,0.0523,12.92,,,,1203,5950,1.1,1.1,291.4787013,-23.2028183
HATS-37 A b,2,1,Transit,2020,4.3315366,0.04913,6.793,31.46517,0,229.7,1085,5326,0.88,0.84,199.80183,-22.9868431
HATS-38 b,1,1,Transit,2020,4.375021,0.05036,6.882,23.51942,0,464.7,1294,5732,1.1,0.89,154.2710615,-25.2762982
HATS-39 b,1,1,Transit,2018,4.5776348,0.06007,17.598,200.2329,0.275,,1645,6572,1.62,1.38,112.4192251,-29.9379163
HATS-4 b,1,1,Transit,2014,2.516729,0.0362,11.433,420.471,0.013,,1315,5403,0.93,1,94.1120914,-22.5468824
HATS-40 b,1,1,Transit,2018,3.2642736,0.04997,17.71,505.3497,0.312,,2101,6460,2.26,1.56,100.5712467,-29.77678
HATS-41 b,1,1,Transit,2018,4.193649,0.0583,14.908,3082.951,0.38,,1710,6424,1.71,1.5,103.5173558,-27.0504156
HATS-42 b,1,1,Transit,2018,2.292102,0.03689,15.693,597.5204,0.229,,1856,6060,1.48,1.27,108.4523991,-33.4373462
HATS-43 b,1,1,Transit,2018,4.3888497,0.04944,13.227,82.95363,0.173,,1003,5099,0.81,0.84,80.5382418,-30.9708179
