pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,ra,dec
Kepler-690 b,1,1,Transit,2016,7.74809437,,5.95,,,,,5913,1.16,1.11,294.4899225,39.7714758
Kepler-691 b,1,1,Transit,2016,8.114379,,2.09,,,,,3715,0.5,0.53,288.8117314,40.0332311
Kepler-692 b,1,1,Transit,2016,21.81293494,,3.11,,,,,5440,0.86,0.9,294.7768068,40.1537027
Kepler-693 b,2,1,Transit,2016,15.37563332,,10.18,,,,,4881,0.72,0.76,283.253527,40.3582155
Kepler-694 b,1,1,Transit,2016,6.36584161,,2.8,,,,,5700,0.95,0.97,291.1495269,40.4204569
Kepler-695 b,1,1,Transit,2016,3.04033042,,9.21,,,,,5181,0.8,0.84,299.3160934,40.8223815
Kepler-696 b,1,1,Transit,2016,4.19042557,,6.14,,,,,5903,1.08,1.06,293.4965906,41.1375635
Kepler-697 b,1,1,Transit,2016,3.70987065,,4.13,,,,,5513,0.88,0.92,283.8643937,41.3463859
Kepler-698 b,1,1,Transit,2016,16.32976218,,3.68,,,,,5612,0.91,0.94,288.5099994,41.3017465
Kepler-699 b,1,1,Transit,2016,27.80756293,,14.11,,,,,5330,0.78,0.81,296.8881532,41.3960896
Kepler-7 b,1,1,Transit,2009,4.8854892,0.06067,18.181,140.16303,,,1630,5933,1.97,1.36,288.5814928,41.0897335
Kepler-700 b,1,1,Transit,2016,80.8720639,,5.99,,,,,5692,0.96,0.98,287.154224,41.5657775
Kepler-701 b,1,1,Transit,2016,10.35533177,,2.84,,,,,5343,0.84,0.88,288.99418,41.6333125
Kepler-702 b,1,1,Transit,2016,10.52629406,,9.17,,,,,5419,0.86,0.9,293.8781041,41.6617245
Kepler-703 b,1,1,Transit,2016,4.58352176,,8.2,,,,,6185,1.27,1.18,299.1868586,41.742699
Kepler-704 b,1,1,Transit,2016,3.76182115,,2.61,,,,,5616,0.96,0.97,283.3163671,41.8370942
Kepler-705 b,1,1,Transit,2016,56.0560538,,2.11,,,,,3722,0.51,0.53,289.5085612,41.8120234
Kepler-706 b,1,1,Transit,2016,41.40831347,,13.17,,,,,5394,0.84,0.87,291.7602803,41.9440794
Kepler-707 b,1,1,Transit,2016,2.23749275,,1.33,,,,,5099,0.76,0.8,290.007564,42.1164698
Kepler-708 b,1,1,Transit,2016,3.16789194,,2.93,,,,,5692,0.96,0.97,293.8164588,42.2125159
Kepler-709 b,1,1,Transit,2016,16.08524954,,2.92,,,,,5071,0.77,0.8,292.105272,42.3803077
Kepler-710 b,1,1,Transit,2016,4.34728553,,1.88,,,,,5611,0.91,0.94,291.9641255,42.6961308
Kepler-711 b,1,1,Transit,2016,23.58914398,,3.41,,,,,5222,0.8,0.84,297.4600468,42.8398172
Kepler-712 b,1,2,Transit,2016,21.02247699,,3.41,,,,,5148,0.78,0.84,294.9096739,42.9351987
Kepler-712 c,1,2,Transit,2016,226.89047,,4.85,,,,,5148,0.78,0.84,294.9096739,42.9351987
Kepler-713 b,1,1,Transit,2016,7.411141,,2.48,,,,,5785,0.99,0.98,295.6513819,43.0297781
Kepler-714 b,1,1,Transit,2016,8.09888799,,9.67,,,,,5995,1.12,1.09,282.6994685,43.2727437
Kepler-715 b,1,1,Transit,2016,10.00652995,,3.75,,,,,5871,1.04,1.04,283.6307971,43.3793638
Kepler-716 b,1,2,Transit,2016,10.37168453,,2.9,,,,,5099,0.78,0.83,290.3931809,43.3638577
Kepler-716 c,1,2,Transit,2020,3.96999,,1.393,,,,,5012,0.74,0.83,290.3931809,43.3638577
Kepler-717 b,1,1,Transit,2016,4.40840023,,2.42,,,,,5485,0.85,0.88,292.9655071,43.346345
Kepler-718 b,1,1,Transit,2016,2.0523499,,16.56,,,,,6191,1.3,1.18,299.5618676,43.5035173
Kepler-719 b,1,1,Transit,2016,5.00731778,,8.52,,,,,5777,0.98,0.99,295.5360628,43.8844116
Kepler-720 b,1,1,Transit,2016,4.70832654,,8.41,,,,,5618,0.92,0.95,298.6356478,44.1709388
Kepler-721 b,1,1,Transit,2016,5.39202539,,2.64,,,,,5075,0.78,0.82,284.4305132,44.4803776
Kepler-722 b,1,2,Transit,2016,4.09357325,,2.63,,,,,5863,1.05,1.03,290.2632874,44.5564051
Kepler-722 c,1,2,Transit,2016,105.144749,,2.82,,,,,5863,1.05,1.03,290.2632874,44.5564051
Kepler-723 b,1,1,Transit,2016,4.08227507,,12.19,,,,,5539,0.89,0.92,284.8304434,44.6580932
Kepler-724 b,1,1,Transit,2016,3.31494634,,3.29,,,,,5437,0.86,0.9,293.4548441,44.7927823
Kepler-725 b,1,1,Transit,2016,39.64317811,,10.63,,,,,5363,0.84,0.88,283.9774949,44.8115613
Kepler-726 b,1,1,Transit,2016,21.80451088,,3.26,,,,,5452,0.85,0.88,291.7172776,44.8873466
Kepler-727 b,1,1,Transit,2016,5.15448442,,2.53,,,,,5441,0.86,0.89,294.8469333,45.0344155
Kepler-728 b,1,1,Transit,2016,5.74347727,,3.34,,,,,5660,0.93,0.95,291.0923621,45.1155087
Kepler-729 b,1,1,Transit,2016,3.16635371,,3.58,,,,,5633,0.91,0.94,286.3600604,45.4142664
Kepler-730 b,1,2,Transit,2016,6.49168281,0.0694,12.33,,,,1219,5620,1.41,1.05,285.5547895,45.578842
Kepler-730 c,1,2,Transit,2018,2.85188338,0.03997,1.569,,,,1607,5620,1.41,1.05,285.5547895,45.578842
Kepler-731 b,1,1,Transit,2016,3.85560355,,13.88,,,,,5849,1.06,1.03,296.3931945,45.568533
Kepler-732 b,1,2,Transit,2016,9.46781405,,2.18,,,,,3631,0.46,0.49,283.7317274,45.9585288
Kepler-732 c,1,2,Transit,2016,0.89304124,,1.27,,,,,3631,0.46,0.49,283.7317274,45.9585288
Kepler-733 b,1,1,Transit,2016,20.83424726,,2.82,,,,,5418,0.86,0.9,293.0181882,45.9147063
Kepler-734 b,1,1,Transit,2016,6.10485286,,3.56,,,,,5326,0.78,0.85,297.0456122,46.0273893
Kepler-735 b,1,1,Transit,2016,11.51516988,,2.95,,,,,5107,0.8,0.85,284.6888328,46.1721391
Kepler-736 b,1,1,Transit,2016,3.60147201,,2.93,,,,,5217,0.81,0.86,285.3913092,46.1809293
Kepler-737 b,1,1,Transit,2016,28.59915399,,1.96,,,,,3813,0.48,0.51,291.8629793,46.4291614
Kepler-738 b,1,1,Transit,2016,24.58721573,,2.5,,,,,5327,0.82,0.86,287.5696516,46.5679011
Kepler-739 b,1,1,Transit,2016,12.53248465,,3.32,,,,,5601,0.9,0.93,290.067994,46.5791535
Kepler-74 b,1,1,Transit,2013,7.340711,0.0781,10.76,200.22,0,,1078,6000,1.12,1.18,293.0925275,41.3555095
Kepler-740 b,1,1,Transit,2016,3.58410122,,4.57,,,,,5438,0.87,0.91,286.4822566,46.692456
Kepler-741 b,1,1,Transit,2016,7.03902374,,2.97,,,,,6129,1.24,1.16,289.4317294,46.6174978
Kepler-742 b,1,1,Transit,2016,8.36086824,,3.24,,,,,4642,0.71,0.76,283.8659676,46.7896522
Kepler-743 b,2,1,Transit,2016,3.17926292,,1.21,,,,,5486,0.85,0.94,295.57423,42.8064255
Kepler-744 b,1,1,Transit,2016,12.06222443,,1.62,,,,,5594,0.93,0.94,296.4960493,47.1827848
Kepler-745 b,1,1,Transit,2016,9.93143556,,2.16,,,,,5849,1.04,1.04,291.4994412,37.0592571
Kepler-746 b,1,1,Transit,2016,3.48159251,,1.11,,,,,5418,0.93,0.91,290.6822097,37.3551593
Kepler-747 b,1,1,Transit,2016,35.61760587,,5.27,,,,,5096,0.78,0.82,288.4165196,41.0298175
Kepler-748 b,1,1,Transit,2016,7.40742793,,2.52,,,,,5934,1.1,1.07,292.2628779,37.2369732
Kepler-749 b,1,1,Transit,2016,17.31716585,,3.1,,,,,5009,0.75,0.79,299.8973341,43.9040667
Kepler-75 b,1,1,Transit,2013,8.8849116,0.0818,11.77,3209.9,0.57,,767,5200,0.89,0.91,291.1376203,36.5773443
Kepler-750 b,1,2,Transit,2016,9.42887179,,3.07,,,,,6160,1.23,1.15,289.0968274,44.004364
Kepler-750 c,1,2,Transit,2016,4.08899022,,1.62,,,,,6160,1.23,1.15,289.0968274,44.004364
Kepler-751 b,1,1,Transit,2016,17.44490636,,2.46,,,,,5387,0.84,0.87,294.8438103,44.0776872
Kepler-752 b,1,1,Transit,2016,18.82747265,,2.81,,,,,5373,0.83,0.87,292.2681469,37.955672
Kepler-753 b,1,1,Transit,2016,5.74772501,,1.91,,,,,4346,0.65,0.68,291.9032411,37.9023677
Kepler-754 b,1,1,Transit,2016,14.5596237,,2.01,,,,,5935,1.08,1.06,293.2541121,37.8461519
Kepler-755 b,2,2,Transit,2016,1.26909037,,1.76,,,,,5043,0.77,0.82,296.8609348,41.0973178
Kepler-755 c,2,2,Transit,2016,2.85313364,,1.26,,,,,5043,0.77,0.82,296.8609348,41.0973178
Kepler-756 b,1,1,Transit,2016,1.22486632,,1.12,,,,,5282,0.79,0.82,290.6079736,41.201094
Kepler-757 b,1,1,Transit,2016,1.02267882,,1.36,,,,,6014,1.13,1.08,296.6804876,41.3865279
Kepler-758 b,1,4,Transit,2016,12.1097104,,2.48,,,,,6228,1.42,1.16,293.0846115,41.1354049
Kepler-758 c,1,4,Transit,2016,4.75793986,,1.69,,,,,6228,1.42,1.16,293.0846115,41.1354049
Kepler-758 d,1,4,Transit,2016,20.4966197,,2.12,,,,,6228,1.42,1.16,293.0846115,41.1354049
Kepler-758 e,1,4,Transit,2016,8.1934719,,1.53,,,,,6228,1.42,1.16,293.0846115,41.1354049
Kepler-759 b,1,1,Transit,2016,41.805985,,2.27,,,,,5860,1.04,1.04,290.1314231,41.3814345
Kepler-76 b,1,1,Orbital Brightness Modulation,2013,1.5449298,0.0274,15.244,638.8383,,,2140,6409,1.32,1.2,294.1921185,39.6189727
Kepler-760 b,1,2,Transit,2016,8.70419416,,3.06,,,,,5322,0.85,0.89,287.5931997,44.1794278
Kepler-760 c,1,2,Transit,2016,2.46697439,,1.48,,,,,5322,0.85,0.89,287.5931997,44.1794278
Kepler-761 b,1,1,Transit,2016,10.12804789,,2.03,,,,,5706,0.93,0.95,290.503599,44.1436249
Kepler-762 b,1,1,Transit,2016,3.7705521,,12.68,,,,,5944,1.08,1.06,291.2756631,47.3295107
Kepler-763 b,1,1,Transit,2016,1.19655156,,1.22,,,,,5166,0.8,0.84,292.1445534,47.1573604
Kepler-764 b,1,1,Transit,2016,7.33683936,,1.64,,,,,5557,0.89,0.92,297.3931183,47.1645814
Kepler-765 b,1,1,Transit,2016,27.6655226,,2.43,,,,,5901,1.06,1.05,283.1846044,47.1557114
Kepler-766 b,1,1,Transit,2016,6.10027804,,3.39,,,,,5992,1.15,1.1,293.1845144,37.9698357
Kepler-767 b,1,1,Transit,2016,161.5280101,,6.64,,,,,5694,0.94,0.96,291.5791562,38.0358066
Kepler-768 b,1,1,Transit,2016,11.3910025,,1.79,,,,,5108,0.78,0.82,294.1156858,38.3934378
Kepler-769 b,1,2,Transit,2016,7.42608998,,2.92,,,,,6186,1.28,1.19,292.7130925,38.3581685
Kepler-769 c,1,2,Transit,2016,15.9870174,,1.79,,,,,6186,1.28,1.19,292.7130925,38.3581685
Kepler-77 b,1,1,Transit,2013,3.57878087,0.04501,10.761,136.661,0,,1440,5520,0.99,0.95,289.6079433,44.3454347
Kepler-770 b,1,3,Transit,2016,18.92540274,,2.3,,,,,5598,0.92,0.94,286.4904589,38.374872
Kepler-770 c,1,3,Transit,2016,1.47532231,,1.2,,,,,5598,0.92,0.94,286.4904589,38.374872
Kepler-770 d,1,3,Transit,2016,4.15244722,,1.4,,,,,5598,0.92,0.94,286.4904589,38.374872
Kepler-771 b,1,1,Transit,2016,8.73485836,,1.82,,,,,5906,1.05,1.03,287.4441104,38.0884183
Kepler-772 b,1,1,Transit,2016,12.99207337,,1.82,,,,,5714,1.11,0.98,291.423582,38.2165603
Kepler-773 b,1,1,Transit,2016,3.74910006,,1.43,,,,,5850,1.01,1.04,290.8846217,38.0575539
Kepler-774 b,1,1,Transit,2016,11.0895723,,3.17,,,,,6403,2.42,1.57,291.0318604,38.211894
Kepler-775 b,1,1,Transit,2016,0.97486893,,1.19,,,,,5468,0.84,0.92,291.4332781,41.7033162
Kepler-776 b,1,1,Transit,2016,4.89718784,,1.28,,,,,5071,0.78,0.83,287.2726117,41.6356009
Kepler-777 b,1,1,Transit,2016,5.72812599,,1.47,,,,,4043,0.56,0.58,282.7241098,44.3465098
Kepler-778 b,1,1,Transit,2016,3.75574426,,1.68,,,,,5102,0.77,0.81,287.4774867,44.2374702
Kepler-779 b,2,1,Transit,2016,7.09714223,,0.92,,,,,3804,0.44,0.46,285.6285208,44.3107855
Kepler-78 b,2,1,Transit,2013,0.35500744,,1.121,1.96716,,,,5089,0.75,0.84,293.7419543,44.4482521
Kepler-780 b,1,1,Transit,2016,0.67737516,,0.89,,,,,5769,1.02,1.01,281.7663511,44.2924898
Kepler-781 b,1,1,Transit,2016,13.2140732,,2.89,,,,,5162,0.78,0.81,287.6535874,47.4147762
Kepler-782 b,1,1,Transit,2016,158.6853308,,3.21,,,,,5867,1.01,0.98,288.868246,47.75947
Kepler-783 b,1,2,Transit,2016,4.29264638,,0.78,,,,,5521,0.89,0.93,291.0628615,47.484789
Kepler-783 c,1,2,Transit,2020,7.05395,,2.332,,,,,5411.49,0.87,0.94,291.0628615,47.484789
Kepler-784 b,1,1,Transit,2016,31.5922646,,1.58,,,,,5674,1.32,1,295.9206663,47.4486164
Kepler-785 b,1,1,Transit,2016,1.97376093,,13.02,,,,,4739,0.71,0.77,292.0683108,38.8422004
Kepler-786 b,1,1,Transit,2016,53.5293487,,2.43,,,,,4838,0.74,0.81,293.7439223,38.9392217
Kepler-787 b,1,1,Transit,2016,0.9283105,,1.28,,,,,4248,0.62,0.65,291.6924773,38.5729105
Kepler-788 b,1,1,Transit,2016,8.39846269,,2.55,,,,,6159,1.23,1.16,290.0004154,38.5398551
Kepler-789 b,1,1,Transit,2016,8.63847725,,2.12,,,,,5870,1.02,1.01,295.9751549,38.9466396
Kepler-79 b,1,4,Transit,2012,13.4845,0.117,3.47,10.9,0.015,,,6174,1.3,1.17,300.5171067,44.3815508
Kepler-79 c,1,4,Transit,2012,27.4029,0.187,3.72,5.9,0.03,,,6174,1.3,1.17,300.5171067,44.3815508
Kepler-79 d,1,4,Transit,2014,52.0902,0.287,7.16,6,0.025,,,6174,1.3,1.17,300.5171067,44.3815508
Kepler-79 e,1,4,Transit,2014,81.0659,0.386,3.49,4.1,0.012,,,6174,1.3,1.17,300.5171067,44.3815508
Kepler-790 b,1,1,Transit,2016,13.73469807,,2.18,,,,,5208,0.8,0.84,286.9171489,38.8722123
Kepler-791 b,1,1,Transit,2016,14.5539759,,3.05,,,,,6383,1.47,1.3,293.5958044,39.0294267
Kepler-792 b,1,1,Transit,2016,11.30119217,,1.96,,,,,5971,1.12,1.09,292.0068239,38.8207001
Kepler-793 b,1,1,Transit,2016,4.24153639,,1.37,,,,,5745,0.97,0.98,295.2167334,38.7744269
Kepler-794 b,1,1,Transit,2016,11.13125132,,2.11,,,,,5839,1.38,1.19,288.1336793,38.9968923
Kepler-795 b,2,1,Transit,2016,29.6193421,,1.68,,,,,5631,0.96,0.94,291.0189951,38.5455728
Kepler-796 b,1,1,Transit,2016,6.40087618,,1.3,,,,,5475,1.09,0.93,287.3078999,39.1447097
Kepler-797 b,1,1,Transit,2016,27.07237711,,2.17,,,,,5680,0.95,0.96,297.2089078,41.781645
Kepler-798 b,1,1,Transit,2016,13.71933369,,2.39,,,,,6224,1.29,1.19,292.4782785,42.1422821
Kepler-799 b,1,1,Transit,2016,133.4605235,,6.88,,,,,5681,0.93,0.95,287.1748966,44.8784754
Kepler-8 b,1,1,Transit,2010,3.5224991,0.0474,15.872,187.5197,,,1680,6213,1.49,1.21,281.2881335,42.4510975
Kepler-80 b,1,6,Transit,2012,7.05246,0.0648,2.67,6.93,,,,4540,0.68,0.73,296.1125759,39.9787451
Kepler-80 c,1,6,Transit,2012,9.52355,0.0792,2.74,6.74,,,,4540,0.68,0.73,296.1125759,39.9787451
Kepler-80 d,1,6,Transit,2014,3.07222,0.0372,1.53,6.75,,,,4540,0.68,0.73,296.1125759,39.9787451
Kepler-80 e,1,6,Transit,2014,4.64489,0.0491,1.6,4.13,,,,4540,0.68,0.73,296.1125759,39.9787451
Kepler-80 f,1,6,Transit,2016,0.9867873,0.0175,1.21,,,,,4540,0.68,0.73,296.1125759,39.9787451
Kepler-80 g,1,6,Transit,2017,14.64558,,1.13,,,,418,4540,0.68,0.83,296.1125759,39.9787451
Kepler-800 b,1,1,Transit,2016,14.13176026,,2.85,,,,,5315,0.82,0.85,286.5747697,44.7951858
Kepler-801 b,1,1,Transit,2016,11.41928253,,2,,,,,4435,0.63,0.67,286.0751815,44.6646277
Kepler-802 b,1,1,Transit,2016,40.0587473,,3.54,,,,,5507,0.9,0.93,286.0157998,45.0077413
Kepler-803 b,1,1,Transit,2016,50.28638192,,3.79,,,,,5919,1.12,1.05,299.2216728,44.6939033
Kepler-804 b,1,2,Transit,2016,14.37457351,,1.94,,,,,5817,1.05,1.01,293.3722109,44.7851812
Kepler-804 c,1,2,Transit,2016,9.65185017,,1.14,,,,,5817,1.05,1.01,293.3722109,44.7851812
Kepler-805 b,1,1,Transit,2016,30.8638931,,2.89,,,,,6112,1.65,1.19,293.2300178,45.053364
Kepler-806 b,1,1,Transit,2016,8.09219642,,1.14,,,,,5770,1.16,0.99,296.0071956,44.8535698
Kepler-807 b,1,1,Transit,2016,117.9310878,,10.42,,,,,5965,1.06,1.04,289.0201356,48.1197839
Kepler-808 b,1,1,Transit,2016,0.63133235,,1.46,,,,,4653,0.71,0.76,291.5941514,48.4454907
Kepler-809 b,1,1,Transit,2016,55.63934,,3.01,,,,,5734,0.98,0.99,289.0836324,48.0180689
Kepler-81 b,1,3,Transit,2012,5.955,,2.42,,,,,,0.59,0.64,293.6369437,42.8248275
Kepler-81 c,1,3,Transit,2012,12.04,,2.37,,,,,,0.59,0.64,293.6369437,42.8248275
Kepler-81 d,1,3,Transit,2014,20.837846,0.128,1.21,,,,,4500,0.59,,293.6369437,42.8248275
Kepler-810 b,1,1,Transit,2016,4.59725385,,1.93,,,,,5803,1.04,1.03,296.6148615,48.0825642
Kepler-811 b,1,1,Transit,2016,23.58447697,,2.7,,,,,5747,1.24,1.01,285.4241593,47.8345586
Kepler-812 b,1,1,Transit,2016,10.11716531,,3.55,,,,,6761,1.71,1.45,288.8552821,48.208517
Kepler-813 b,1,1,Transit,2016,19.12947337,,2.14,,,,,5743,0.93,0.95,285.6626752,48.4353251
Kepler-814 b,1,1,Transit,2016,6.1469851,,2.12,,,,,6162,1.22,1.15,284.9105256,48.4315896
Kepler-815 b,1,1,Transit,2016,8.57503552,,4.11,,,,,5028,3.42,1.25,285.2211238,47.8813037
Kepler-816 b,1,1,Transit,2016,10.50682565,,10.24,,,,,5286,0.85,0.9,293.3628165,39.2124394
Kepler-817 b,1,1,Transit,2016,3.99010623,,9.03,,,,,5861,1.03,1.03,296.0818498,39.161614
Kepler-818 b,1,1,Transit,2016,10.03538581,,5.11,,,,,5638,0.92,0.94,296.2351072,39.3702865
Kepler-819 b,1,1,Transit,2016,33.1995648,,2.76,,,,,5279,0.81,0.86,295.3708312,39.1772925
Kepler-82 b,1,5,Transit,2012,26.44,0.1683,4.07,12.15,0.0033,,,,0.9,0.91,292.8733696,42.9661583
Kepler-82 c,1,5,Transit,2012,51.54,0.2626,5.34,13.9,0.007,,,,0.9,0.91,292.8733696,42.9661583
Kepler-82 d,1,5,Transit,2014,2.382961,0.034,1.77,,,,,5428,0.94,,292.8733696,42.9661583
Kepler-82 e,1,5,Transit,2014,5.902206,0.063,2.47,,,,,5428,0.94,,292.8733696,42.9661583
Kepler-82 f,1,5,Transit Timing Variations,2019,75.732,0.3395,,20.9,0.0014,,,,0.9,0.91,292.8733696,42.9661583
Kepler-820 b,1,1,Transit,2016,127.8338098,,6.09,,,,,6260,1.36,1.23,291.0201523,39.2206091
Kepler-821 b,1,1,Transit,2016,1.92279873,,1.31,,,,,5191,0.8,0.84,285.6173937,39.3794684
Kepler-822 b,1,1,Transit,2016,3.22296927,,1.77,,,,,5928,1.08,1.06,292.2760929,39.5501136
Kepler-823 b,1,1,Transit,2016,4.16809082,,1.57,,,,,5643,0.96,0.98,284.5825682,39.2201737
Kepler-824 b,1,1,Transit,2016,4.51436633,,1.87,,,,,6035,1.22,1.15,290.477406,39.7319975
Kepler-825 b,1,2,Transit,2016,3.77360059,,1.53,,,,,5976,1.08,1.03,294.769825,39.3984081
Kepler-825 c,1,2,Transit,2016,8.1818246,,1.84,,,,,5976,1.08,1.03,294.769825,39.3984081
Kepler-826 b,1,1,Transit,2016,4.48758907,,1.25,,,,,6079,1.15,1.05,284.8601128,39.2405076
Kepler-827 b,1,1,Transit,2016,51.92927591,,5.63,,,,,5602,0.91,0.93,294.9660027,42.7085608
Kepler-828 b,1,1,Transit,2016,0.56785714,,1.51,,,,,5039,0.77,0.81,286.8872555,42.4712271
Kepler-829 b,1,1,Transit,2016,6.88337562,,2.11,,,,,5698,0.97,0.98,282.3328312,42.4638125
Kepler-83 b,2,3,Transit,2012,9.77,,2.83,,,,,,0.61,0.66,282.2325197,43.6655662
Kepler-83 c,2,3,Transit,2012,20.09,,2.36,,,,,,0.61,0.66,282.2325197,43.6655662
Kepler-83 d,2,3,Transit,2014,5.169796,0.051,1.94,,,,,4648,0.59,,282.2325197,43.6655662
Kepler-830 b,1,1,Transit,2016,11.29695137,,1.7,,,,,6037,1.11,1.07,295.054238,42.7568316
Kepler-831 b,1,1,Transit,2016,5.62153941,,1.27,,,,,5732,0.97,0.99,294.9855607,42.7277355
Kepler-832 b,1,1,Transit,2016,7.1396941,,2.06,,,,,5596,0.9,0.92,295.9261101,45.383869
Kepler-833 b,1,1,Transit,2016,18.7546998,,2.02,,,,,4339,0.62,0.64,290.4799052,45.6005798
Kepler-834 b,1,1,Transit,2016,13.32388301,,2.02,,,,,4554,0.66,0.7,287.0544674,45.1803351
Kepler-835 b,1,1,Transit,2016,11.41909375,,2.79,,,,,5954,1.11,1.08,283.5742181,45.7348003
Kepler-836 b,1,1,Transit,2016,11.36112327,,2.73,,,,,5895,1.04,1.03,287.4527659,45.7043964
Kepler-837 b,1,1,Transit,2016,16.56059504,,2.56,,,,,5403,0.81,0.85,285.2467607,45.95011
Kepler-838 b,1,1,Transit,2016,15.74957994,,2.73,,,,,5770,0.96,0.98,285.4354695,45.975959
Kepler-839 b,1,1,Transit,2016,37.8144514,,2.57,,,,,6058,1.31,1.22,291.074684,45.242544
Kepler-84 b,1,5,Transit,2012,8.726,,2.23,,,,,,1.43,1,298.2520208,40.4960842
Kepler-84 c,1,5,Transit,2012,12.883,,2.36,,,,,,1.43,1,298.2520208,40.4960842
Kepler-84 d,1,5,Transit,2014,4.224537,0.052,1.38,,,,,6031,1.17,,298.2520208,40.4960842
Kepler-84 e,1,5,Transit,2014,27.434389,0.181,2.6,,,,,6031,1.17,,298.2520208,40.4960842
Kepler-84 f,1,5,Transit,2014,44.552169,0.25,2.2,,,,,6031,1.17,,298.2520208,40.4960842
Kepler-840 b,1,1,Transit,2016,2.49577962,,17.07,,,,,5920,1.06,1.04,296.5073737,49.4572313
Kepler-841 b,1,1,Transit,2016,124.4198398,,5.23,,,,,5324,0.81,0.85,284.2513637,48.8095962
Kepler-842 b,1,1,Transit,2016,1.21956827,,1.6,,,,,4848,0.73,0.78,292.3285976,49.6535171
Kepler-843 b,1,1,Transit,2016,2.05387982,,2.59,,,,,5830,1.03,1.02,296.3219786,48.9714373
Kepler-844 b,1,1,Transit,2016,2.61302086,,1.68,,,,,4128,0.57,0.59,287.8578541,48.7739646
Kepler-845 b,1,1,Transit,2016,0.92785982,,2.04,,,,,4913,0.75,0.79,290.9576363,49.2037262
Kepler-846 b,1,1,Transit,2016,19.80792185,,2.48,,,,,5579,0.91,0.94,287.0570731,49.0460112
Kepler-847 b,1,1,Transit,2016,2.3432319,,1.18,,,,,4940,0.77,0.83,283.5048144,49.4509371
Kepler-848 b,1,1,Transit,2016,6.91134416,,1.7,,,,,5695,1.2,1.01,293.2882949,48.8116114
Kepler-849 b,1,1,Transit,2016,394.6244904,,7.14,,,,,6059,1.64,1.23,290.8517961,48.5213243
Kepler-85 b,1,4,Transit,2012,8.306,,1.97,,,,,,1.24,0.92,290.9734395,45.2902761
Kepler-85 c,1,4,Transit,2012,12.513,,2.18,,,,,,1.24,0.92,290.9734395,45.2902761
Kepler-85 d,1,4,Transit,2014,17.91323,0.13,1.2,,,,,5436,0.89,,290.9734395,45.2902761
Kepler-85 e,1,4,Transit,2014,25.216751,0.163,1.27,,,,,5436,0.89,,290.9734395,45.2902761
Kepler-850 b,1,1,Transit,2016,7.19303878,,1.78,,,,,5932,1.09,1.06,293.0844515,48.5753645
Kepler-851 b,1,1,Transit,2016,8.50699658,,1.68,,,,,5455,0.85,0.89,294.6802199,49.1401106
Kepler-852 b,1,1,Transit,2016,44.9309804,,2.54,,,,,6100,1.16,1.19,297.3915863,48.5606875
Kepler-853 b,1,1,Transit,2016,7.16892463,,1.69,,,,,6350,1.55,1.3,283.936781,49.1102748
Kepler-854 b,1,1,Transit,2016,2.14463285,,16.72,,,,,6179,1.27,1.17,293.351268,43.1346404
Kepler-855 b,1,1,Transit,2016,7.8866311,,8.35,,,,,5835,1.03,1.03,295.0949565,43.537565
Kepler-856 b,1,1,Transit,2016,8.02768059,,9.3,,,,,5535,0.93,0.96,289.6038379,46.3149097
Kepler-857 b,1,1,Transit,2016,85.35129427,,6.8,,,,,5773,0.99,0.99,294.6323978,43.4004526
Kepler-858 b,1,1,Transit,2016,76.13602028,,4.87,,,,,5653,0.91,0.96,288.8488552,51.2090375
Kepler-859 b,1,1,Transit,2016,20.38177573,,3.09,,,,,5020,0.77,0.81,286.7418337,43.1901197
Kepler-860 b,1,1,Transit,2016,5.10137945,,3.24,,,,,5836,1.06,1.04,295.5772681,46.2547028
Kepler-861 b,1,1,Transit,2016,3.94963138,,2.28,,,,,5047,0.78,0.82,292.3539624,46.2262465
Kepler-862 b,1,1,Transit,2016,3.14866453,,2.21,,,,,5333,0.84,0.88,297.7792466,46.4926688
Kepler-863 b,1,1,Transit,2016,15.59461874,,2.9,,,,,5678,0.95,0.96,297.6644677,43.2489903
Kepler-864 b,1,1,Transit,2016,5.83376092,,2.4,,,,,5754,1,1,285.0570943,46.3206074
Kepler-865 b,1,1,Transit,2016,14.16399294,,2.49,,,,,5570,0.92,0.93,297.7242257,43.5272796
Kepler-866 b,1,1,Transit,2016,2.61703254,,1.63,,,,,4751,0.71,0.75,290.1222112,43.085407
Kepler-867 b,1,1,Transit,2016,150.242127,,4.64,,,,,5541,0.91,0.92,287.2852554,51.2499499
Kepler-868 b,1,1,Transit,2016,5.03251791,,2.05,,,,,5614,0.89,0.93,282.3635315,46.6752384
Kepler-869 b,1,1,Transit,2016,40.4287755,,3.61,,,,,5664,0.95,0.97,289.4245955,50.9941198
Kepler-87 b,1,2,Transit,2013,114.73635,0.481,13.49,324.2,0.036,,478,5600,1.82,1.1,297.9168433,46.9651146
Kepler-87 c,1,2,Transit,2013,191.2318,0.676,6.14,6.4,0.039,,403,5600,1.82,1.1,297.9168433,46.9651146
Kepler-870 b,1,1,Transit,2016,21.3587621,,2.78,,,,,5857,1.02,1.01,295.4025625,50.4785992
Kepler-871 b,1,1,Transit,2016,22.0459018,,3.74,,,,,5993,1.14,1.11,294.5270634,43.3681317
